2762795,1506225634.1025465
2763540,1506225694.134799
2764296,1506225754.1627898
2765044,1506225814.2161887
2766439,1506225874.2711484
2767125,1506225934.1611683
2767847,1506225994.0515277
2768570,1506226054.272984
2769489,1506226114.1619015
2770123,1506226174.3825607
2770804,1506226234.2146244
2771627,1506226294.0485678
2772711,1506226354.269781
2773619,1506226414.0473714
2774374,1506226474.3816047
2775118,1506226534.3284721
2775948,1506226594.1022463
2776649,1506226654.8269393
2777560,1506226714.049785
2778407,1506226774.4378886
2779112,1506226834.1601584
2779727,1506226894.102596
2780554,1506226954.0474577
2781224,1506227014.1047907
2782249,1506227074.0503833
2783187,1506227134.0481586
2783818,1506227194.1571963
2784454,1506227254.1039186
2785478,1506227314.047689
2786200,1506227374.4378204
2786787,1506227434.1583204
2787470,1506227494.1037462
2788147,1506227554.2703238
2789529,1506227614.3250234
2790156,1506227674.0477834
2793107,1506227734.6038225
2794039,1506227794.0494914
2795974,1506227854.0612798
2796724,1506227914.1594765
2797522,1506227974.159027
2798163,1506228034.1054358
2798885,1506228094.0509593
2799963,1506228154.1052945
2800574,1506228214.0648274
2801174,1506228274.1062336
2801838,1506228334.271011
2802573,1506228394.050046
2803173,1506228454.2200847
2804020,1506228514.052515
2805032,1506228574.0503805
2805662,1506228634.1056707
2806263,1506228694.2201617
2806923,1506228754.0512524
2807668,1506228814.3847864
2808394,1506228874.0523689
2808922,1506228934.0545623
2809469,1506228994.1077764
2810301,1506229054.1075513
2811106,1506229114.1092877
2811753,1506229174.1066072
2812542,1506229234.054056
2813084,1506229294.5228512
2814052,1506229354.2232175
2814903,1506229414.2745376
2815490,1506229474.0532982
2816152,1506229534.8277671
2816801,1506229594.1635551
2818787,1506229654.0546355
2819312,1506229714.6110964
2820120,1506229774.0531948
2820641,1506229834.055635
2821271,1506229894.2200098
2821746,1506229954.3326137
2822591,1506230014.10981
2823357,1506230074.05465
2824239,1506230134.2779622
2824853,1506230194.5536573
2825515,1506230254.0543468
2826184,1506230314.277359
2826838,1506230374.3883228
2827459,1506230434.2775996
2828069,1506230494.0538516
2828789,1506230554.1094208
2829384,1506230614.219145
2829980,1506230674.1135745
2830665,1506230734.2749968
2832330,1506230794.0514784
2833057,1506230854.274541
2833599,1506230914.0561953
2834238,1506230974.05391
2834897,1506231034.0561955
2835440,1506231094.2764597
2835947,1506231154.0707767
2836528,1506231214.0537386
2836973,1506231274.2223468
2837500,1506231334.1123204
2838152,1506231394.2756994
2838705,1506231454.1659176
2839380,1506231514.220619
2840033,1506231574.1113448
2840872,1506231634.287824
2842078,1506231694.2761729
2842800,1506231754.0540228
2843382,1506231814.0554845
2845408,1506231874.054472
2846055,1506231934.1110408
2846646,1506231994.4419775
2847369,1506232054.1670046
2848015,1506232114.109504
2848655,1506232174.1077473
2849151,1506232234.4437544
2849730,1506232294.1093824
2850401,1506232354.1062992
2851023,1506232414.1080685
2851627,1506232474.1085966
2852178,1506232534.107395
2852745,1506232594.1069682
2853573,1506232654.2173054
2854536,1506232714.0495644
2854971,1506232774.1623752
2855671,1506232834.3441534
2856308,1506232894.2168524
2856825,1506232954.4392939
2857675,1506233014.104938
2858277,1506233074.1040094
2858879,1506233134.216988
2859427,1506233194.0495183
2859977,1506233254.0490432
2860566,1506233314.0493896
2861096,1506233374.0483027
2861726,1506233434.0529084
2862200,1506233494.2181003
2862770,1506233554.3000624
2863277,1506233614.1361587
2863926,1506233674.105376
2864365,1506233734.2720046
2864955,1506233794.0492945
2865427,1506233854.1035547
2865942,1506233914.0498173
2866419,1506233974.3271563
2867000,1506234034.1585286
2867504,1506234094.1047711
2868158,1506234154.0497534
2868637,1506234214.219132
2869113,1506234274.0503397
2869651,1506234334.0491755
2870121,1506234394.164318
2870610,1506234454.051821
2871215,1506234514.2790818
2871794,1506234574.2711127
2872360,1506234634.163037
2872903,1506234694.1629488
2873325,1506234754.050665
2873806,1506234814.0518134
2874373,1506234874.0567005
2874938,1506234934.0473516
2875355,1506234994.050278
2875790,1506235054.0522952
2876921,1506235114.0522494
2877653,1506235174.106377
2878333,1506235234.218485
2878883,1506235294.2743282
2879500,1506235354.161847
2880034,1506235414.2750297
2880586,1506235474.2745337
2881082,1506235534.2703114
2881593,1506235594.0522268
2882253,1506235654.1062372
2882758,1506235714.3848147
2883268,1506235774.0514348
2883978,1506235834.0529287
2884512,1506235894.1051092
2884967,1506235954.2207053
2885515,1506236014.3860657
2886116,1506236074.164703
2886604,1506236134.6058826
2887115,1506236194.2198606
2887514,1506236254.2200198
2887986,1506236314.1624713
2888431,1506236374.051527
2888918,1506236434.0504115
2889426,1506236494.1076198
2889876,1506236554.2182982
2890361,1506236614.105334
2890864,1506236674.3262668
2891254,1506236734.1867397
2891800,1506236794.3434596
2892297,1506236854.2847693
2892847,1506236914.1057575
2893294,1506236974.1064072
2893732,1506237034.104792
2894188,1506237094.604576
2895535,1506237154.1616368
2896011,1506237214.051519
2896487,1506237274.0488842
2896884,1506237334.0515301
2897379,1506237394.10761
2897905,1506237454.2155845
2898351,1506237514.0479934
2898858,1506237574.050585
2899374,1506237634.3305085
2899858,1506237694.2179778
2900338,1506237754.2704363
2900799,1506237814.1052053
2901244,1506237874.163341
2901788,1506237934.1612918
2903431,1506237994.048778
2903805,1506238054.2733972
2904313,1506238114.050731
2904726,1506238174.7733538
2905168,1506238234.1042187
2905553,1506238294.1046226
2906035,1506238354.3839796
2906573,1506238414.1061351
2907325,1506238474.7168825
2907740,1506238534.3270183
2908210,1506238594.0493324
2908669,1506238654.0490456
2908996,1506238714.0692582
2909429,1506238774.2148325
2909905,1506238834.0517657
2910341,1506238894.2160976
2910780,1506238954.4391723
2911099,1506239014.0502434
2911548,1506239074.050366
2911944,1506239134.0492895
2912770,1506239194.1043804
2913180,1506239254.2189872
2913695,1506239314.0515018
2914214,1506239374.0524173
2914671,1506239434.1608903
2915055,1506239494.0502276
2915404,1506239554.217783
2915792,1506239614.217448
2916202,1506239674.052667
2916674,1506239734.106243
2917101,1506239794.1612542
2917438,1506239854.1081266
2917850,1506239914.439211
2918395,1506239974.273167
2918805,1506240034.3287237
2919211,1506240094.2211242
2919611,1506240154.1063123
2920048,1506240214.1091654
2920529,1506240274.0531552
2920880,1506240334.1086006
2921373,1506240394.1092641
2921866,1506240454.1050363
2922218,1506240514.4971154
2922582,1506240574.0518599
2923011,1506240634.2720401
2923353,1506240694.0543718
2923703,1506240754.6106117
2924122,1506240814.2739549
2924577,1506240874.0554466
2924969,1506240934.0530515
2925539,1506240994.2738075
2926027,1506241054.165869
2926397,1506241114.1076334
2926897,1506241174.1095853
2927228,1506241234.1084733
2927578,1506241294.329785
2928031,1506241354.2733834
2928491,1506241414.053174
2928917,1506241474.1081483
2929388,1506241534.1062338
2929851,1506241594.2754965
2930266,1506241654.1612053
2930757,1506241714.108508
2931177,1506241774.2742345
2931528,1506241834.5520139
2931898,1506241894.1089888
2932331,1506241954.1088686
2932616,1506242014.2203515
2932962,1506242074.1641629
2933440,1506242134.4961548
2933853,1506242194.1642845
2934238,1506242254.0535543
2934608,1506242314.05243
2935005,1506242374.1650686
2935336,1506242434.1079297
2935726,1506242494.0531669
2936005,1506242554.165593
2936384,1506242614.052576
2936826,1506242674.0534463
2937251,1506242734.0551703
2937572,1506242794.163667
2937974,1506242854.052429
2938333,1506242914.052986
2938728,1506242974.1079335
2939194,1506243034.1072567
2939607,1506243094.1075559
2939957,1506243154.1100924
2940329,1506243214.4416306
2940725,1506243274.3342986
2941078,1506243334.1639197
2941422,1506243394.053254
2941762,1506243454.1094046
2942198,1506243514.1080704
2942567,1506243574.0528686
2942995,1506243634.2223353
2943395,1506243694.0520892
2943813,1506243754.221313
2944151,1506243814.219625
2944569,1506243874.1660957
2945143,1506243934.0549881
2945511,1506243994.1101038
2945820,1506244054.1100483
2946203,1506244114.222219
2946548,1506244174.054798
2946913,1506244234.0546906
2947146,1506244294.05502
2947436,1506244354.0529757
2947738,1506244414.1090865
2948104,1506244474.052536
2948681,1506244534.1103175
2949318,1506244594.3316655
2950044,1506244654.1099975
2950430,1506244714.107238
2950757,1506244774.4434369
2951103,1506244834.106698
2951481,1506244894.0515404
2952088,1506244954.2208002
2952546,1506245014.0551014
2952882,1506245074.0525491
2953279,1506245134.2180245
2953588,1506245194.2182424
2953977,1506245254.329272
2954298,1506245314.1626906
2954746,1506245374.110427
2955118,1506245434.2206223
2955576,1506245494.0548663
2955899,1506245554.2756286
2956180,1506245614.220614
2956666,1506245674.2762544
2957043,1506245734.2201521
2957364,1506245794.2205796
2957736,1506245854.0563114
2958102,1506245914.052985
2958535,1506245974.7189307
2958909,1506246034.108471
2959255,1506246094.2200892
2959630,1506246154.2735023
2959975,1506246214.1089866
2960286,1506246274.0531137
2960607,1506246334.10757
2960965,1506246394.3310711
2961281,1506246454.2160928
2961666,1506246514.384302
2961974,1506246574.108898
2962294,1506246634.1079755
2962646,1506246694.1089368
2962985,1506246754.0537527
2963323,1506246814.0538158
2963789,1506246874.1637723
2964159,1506246934.1629791
2964520,1506246994.164443
2964840,1506247054.2197046
2965167,1506247114.1650658
2965528,1506247174.0543203
2965864,1506247234.2229507
2966168,1506247294.1658654
2966545,1506247354.1066914
2966911,1506247414.166401
2967286,1506247474.1095948
2967615,1506247534.2196434
2967967,1506247594.1069
2968364,1506247654.5556877
2968772,1506247714.1637585
2969238,1506247774.0546424
2969581,1506247834.4984467
2969882,1506247894.051294
2970202,1506247954.0518
2970702,1506248014.1635535
2970928,1506248074.1087732
2971270,1506248134.1081817
2971625,1506248194.553082
2971896,1506248254.106999
2972168,1506248314.109131
2972488,1506248374.3302584
2972787,1506248434.0520594
2973163,1506248494.1063437
2973475,1506248555.5076509
2973773,1506248615.2750049
2974058,1506248675.0524642
2974719,1506248735.7215047
2975030,1506248795.162345
2975369,1506248855.1092336
2978847,1506248915.2224963
2979276,1506248975.053699
2979823,1506249035.053314
2980121,1506249095.0880382
2980533,1506249155.19439
2980807,1506249215.0534823
2981312,1506249275.2200606
2981587,1506249335.1083574
2981912,1506249395.1078055
2982251,1506249455.166138
2982687,1506249515.219997
2982998,1506249575.1077936
2983320,1506249635.1106782
2983620,1506249695.163829
2983964,1506249755.1661563
2984265,1506249815.110899
2984622,1506249875.0535872
2984909,1506249935.3843338
2985282,1506249995.3307557
2985616,1506250055.1095192
2986039,1506250115.0553381
2986343,1506250175.1661108
2986803,1506250235.1080601
2987060,1506250295.0541613
2987386,1506250355.0524483
2987716,1506250415.166964
2987982,1506250475.0533397
2988266,1506250535.1083453
2988572,1506250595.0550249
2988912,1506250655.0525885
2989239,1506250715.0545986
2989745,1506250775.0532432
2990036,1506250835.1095963
2990300,1506250895.2754464
2990604,1506250955.3879032
2990897,1506251015.0540578
2991159,1506251075.5555062
2991466,1506251135.0537016
2991793,1506251195.5557797
2992119,1506251255.2336524
2992435,1506251315.0549748
2992807,1506251375.2211683
2993143,1506251435.2974417
2993459,1506251495.1631472
2993755,1506251555.0539749
2994062,1506251615.2767699
2994363,1506251675.164976
2994680,1506251735.0539243
2994966,1506251795.0520477
2995223,1506251855.4433231
2995580,1506251915.109293
2995863,1506251975.111746
2996160,1506252035.6654062
2996479,1506252095.1123285
2996843,1506252155.33123
2997181,1506252215.0539336
2997523,1506252275.2229693
2997845,1506252335.1652596
2998164,1506252395.1085935
2998555,1506252455.0529003
2998863,1506252515.3883617
2999186,1506252575.2096312
2999534,1506252635.0547118
2999851,1506252695.222361
3000252,1506252755.0542564
3000548,1506252815.109099
3000906,1506252875.1132922
3001278,1506252935.2779465
3001665,1506252995.1643398
3002028,1506253055.0535715
3002327,1506253115.0533593
3002713,1506253175.166506
3003024,1506253235.280092
3003715,1506253295.2211733
3003995,1506253355.218504
3004719,1506253415.0532262
3005040,1506253475.0530074
3008288,1506253535.1076734
3008654,1506253595.3886838
3008990,1506253655.108902
3009263,1506253715.1092565
3009625,1506253775.0571697
3009952,1506253835.0550678
3010231,1506253895.221646
3010534,1506253955.0532703
3011287,1506254015.2191336
3011640,1506254075.1668143
3011952,1506254135.2776635
3012317,1506254195.1073165
3012624,1506254255.1558166
3013004,1506254315.110449
3013290,1506254375.167985
3014279,1506254435.0559182
3014610,1506254495.3314183
3014933,1506254555.2925472
3015194,1506254615.0527163
3015507,1506254675.666655
3015847,1506254735.3305292
3016226,1506254795.110841
3016589,1506254855.220063
3017598,1506254915.0559351
3017954,1506254975.0525653
3018648,1506255035.0549378
3018959,1506255095.111321
3019393,1506255155.1120398
3019885,1506255215.0544314
3020260,1506255275.1102166
3020605,1506255335.0553443
3021095,1506255395.276071
3021876,1506255455.054724
3022255,1506255515.1646044
3023311,1506255575.3326876
3023978,1506255635.0554779
3024333,1506255695.109672
3026938,1506255755.1094267
3027438,1506255815.3859048
3027803,1506255875.164455
3028211,1506255935.1102047
3028597,1506255995.0567222
3029029,1506256055.499579
3029367,1506256115.0537875
3029788,1506256175.2786984
3030182,1506256235.1104484
3030634,1506256295.1105049
3031005,1506256355.0561223
3031419,1506256415.3439672
3031823,1506256475.1648889
3032155,1506256535.219892
3032585,1506256595.220608
3032933,1506256655.10849
3033298,1506256715.0545883
3033911,1506256775.3883379
3034295,1506256835.057268
3034680,1506256895.1657283
3035060,1506256955.0554476
3035509,1506257015.054902
3035892,1506257075.0531068
3036398,1506257135.053986
3036842,1506257195.167474
3037218,1506257255.0560248
3037668,1506257315.7767282
3038010,1506257375.0542789
3039069,1506257435.1673942
3039480,1506257495.055352
3039880,1506257555.1105258
3040207,1506257615.056454
3043777,1506257675.1115687
3044232,1506257735.1656575
3044718,1506257795.442758
3045130,1506257855.2212632
3046531,1506257915.329987
3046944,1506257975.0535228
3047401,1506258035.1665804
3047857,1506258095.2233462
3048275,1506258155.2786973
3048895,1506258215.0535915
3049434,1506258275.4982529
3050694,1506258335.108622
3051161,1506258395.3334892
3051630,1506258455.2228167
3052087,1506258515.1107185
3052493,1506258575.055652
3053168,1506258635.0514925
3053565,1506258695.1669564
3053941,1506258755.3903062
3054426,1506258815.1113477
3057040,1506258875.056958
3057499,1506258935.3303008
3057996,1506258995.0523524
3058676,1506259055.052786
3060546,1506259115.1678545
3060995,1506259175.303771
3061401,1506259235.1650076
3061815,1506259295.1116445
3062210,1506259355.2212822
